#curie_map:
#  HSO: http://purl.obolibrary.org/obo/HSO_
#  HsapDv: http://purl.obolibrary.org/obo/HsapDv_
#  IAO: http://purl.obolibrary.org/obo/IAO_
#  ICEO: http://purl.obolibrary.org/obo/ICEO_
#  IDO: http://purl.obolibrary.org/obo/IDO_
#  IDOMAL: http://purl.obolibrary.org/obo/IDOMAL_
#  INO: http://purl.obolibrary.org/obo/INO_
#  LEPAO: http://purl.obolibrary.org/obo/LEPAO_
#  MA: http://purl.obolibrary.org/obo/MA_
#  MAXO: http://purl.obolibrary.org/obo/MAXO_
#  MCO: http://purl.obolibrary.org/obo/MCO_
#  MF: http://purl.obolibrary.org/obo/MF_
#  MFOEM: http://purl.obolibrary.org/obo/MFOEM_
#  MI: http://purl.obolibrary.org/obo/MI_
#  MIAPA: http://purl.obolibrary.org/obo/MIAPA_
#  MIRO: http://purl.obolibrary.org/obo/MIRO_
#  MMO: http://purl.obolibrary.org/obo/MMO_
#  MOD: http://purl.obolibrary.org/obo/MOD_
#  MONDO: http://purl.obolibrary.org/obo/MONDO_
#  MOP: http://purl.obolibrary.org/obo/MOP_
#  MP: http://purl.obolibrary.org/obo/MP_
#  MPATH: http://purl.obolibrary.org/obo/MPATH_
#  MRO: http://purl.obolibrary.org/obo/MRO_
#  MS: http://purl.obolibrary.org/obo/MS_
#  NBO: http://purl.obolibrary.org/obo/NBO_
#  NCBIProtein: https://www.ncbi.nlm.nih.gov/protein/
#  NCBITaxon: http://purl.obolibrary.org/obo/NCBITaxon_
#  NCIT: http://purl.obolibrary.org/obo/NCIT_
#  NCRO: http://purl.obolibrary.org/obo/NCRO_
#  NOMEN: http://purl.obolibrary.org/obo/NOMEN_
#  OAE: http://purl.obolibrary.org/obo/OAE_
#  OARCS: http://purl.obolibrary.org/obo/OARCS_
#  OBA: http://purl.obolibrary.org/obo/OBA_
#  OBCS: http://purl.obolibrary.org/obo/OBCS_
#  OBI: http://purl.obolibrary.org/obo/OBI_
#  OCCO: http://purl.obolibrary.org/obo/OCCO_
#  OEO: https://openenergyplatform.org/ontology/oeo/OEO_
#  OGG: http://purl.obolibrary.org/obo/OGG_
#  OGMS: http://purl.obolibrary.org/obo/OGMS_
#  OHMI: http://purl.obolibrary.org/obo/OHMI_
#  OMP: http://purl.obolibrary.org/obo/OMP_
#  ONS: http://purl.obolibrary.org/obo/ONS_
#  ONTOAVIDA: http://purl.obolibrary.org/obo/ONTOAVIDA_
#  OOSTT: http://purl.obolibrary.org/obo/OOSTT_
#  OPMI: http://purl.obolibrary.org/obo/OPMI_
#  PATO: http://purl.obolibrary.org/obo/PATO_
#  PBPKO: http://purl.obolibrary.org/obo/PBPKO_
#  PCL: http://purl.obolibrary.org/obo/PCL_
#  PCO: http://purl.obolibrary.org/obo/PCO_
#  PECO: http://purl.obolibrary.org/obo/PECO_
#  PHIPO: http://purl.obolibrary.org/obo/PHIPO_
#  PLANA: http://purl.obolibrary.org/obo/PLANA_
#  PO: http://purl.obolibrary.org/obo/PO_
#  PORO: http://purl.obolibrary.org/obo/PORO_
#  PPO: http://purl.obolibrary.org/obo/PPO_
#  PR: http://purl.obolibrary.org/obo/PR_
#  PREFER: http://purl.obolibrary.org/obo/PREFER_
#  PROCO: http://purl.obolibrary.org/obo/PROCO_
#  PSO: http://purl.obolibrary.org/obo/PSO_
#  PW: http://purl.obolibrary.org/obo/PW_
#  RBO: http://purl.obolibrary.org/obo/RBO_
#  REX: http://purl.obolibrary.org/obo/REX_
#  RO: http://purl.obolibrary.org/obo/RO_
#  RS: http://purl.obolibrary.org/obo/RS_
#  RXNO: http://purl.obolibrary.org/obo/RXNO_
#  SBO: http://purl.obolibrary.org/obo/SBO_
#  SCDO: http://purl.obolibrary.org/obo/SCDO_
#  SIBO: http://purl.obolibrary.org/obo/SIBO_
#  SLSO: http://purl.obolibrary.org/obo/SLSO_
#  SO: http://purl.obolibrary.org/obo/SO_
#  SPD: http://purl.obolibrary.org/obo/SPD_
#  STATO: http://purl.obolibrary.org/obo/STATO_
#  SYMP: http://purl.obolibrary.org/obo/SYMP_
#  T4FS: http://purl.obolibrary.org/obo/T4FS_
#  TAXRANK: http://purl.obolibrary.org/obo/TAXRANK_
#  TO: http://purl.obolibrary.org/obo/TO_
#  TTO: http://purl.obolibrary.org/obo/TTO_
#  TXPO: http://purl.obolibrary.org/obo/TXPO_
#  UBERON: http://purl.obolibrary.org/obo/UBERON_
#  UO: http://purl.obolibrary.org/obo/UO_
#  VBO: http://purl.obolibrary.org/obo/VBO_
#  VO: http://purl.obolibrary.org/obo/VO_
#  VT: http://purl.obolibrary.org/obo/VT_
#  VTO: http://purl.obolibrary.org/obo/VTO_
#  VariO: http://purl.obolibrary.org/obo/VariO_
#  WBPhenotype: http://purl.obolibrary.org/obo/WBPhenotype_
#  WBbt: http://purl.obolibrary.org/obo/WBbt_
#  WBls: http://purl.obolibrary.org/obo/WBls_
#  XAO: http://purl.obolibrary.org/obo/XAO_
#  XCO: http://purl.obolibrary.org/obo/XCO_
#  XLMOD: http://purl.obolibrary.org/obo/XLMOD_
#  ZECO: http://purl.obolibrary.org/obo/ZECO_
#  ZFA: http://purl.obolibrary.org/obo/ZFA_
#  ZFS: http://purl.obolibrary.org/obo/ZFS_
#  adcad: https://purl.dataone.org/odo/ADCAD_
#  agrovoc: http://aims.fao.org/aos/agrovoc/
#  aio: https://w3id.org/aio/
#  ans.educationlevel: http://purl.org/ASN/scheme/ASNEducationLevel/
#  biomodels.kisao: http://purl.obolibrary.org/obo/KISAO_
#  ccle: https://www.cbioportal.org/patient?studyId=ccle_broad_2019&caseId=
#  ccso: https://w3id.org/ccso/ccso#
#  cellosaurus: https://www.cellosaurus.org/CVCL_
#  cemo: https://biopragmatics.github.io/providers/cemo/
#  commoncoreontology: https://www.commoncoreontologies.org/ont
#  cpt: https://www.aapc.com/codes/cpt-codes/
#  cvx: https://biopragmatics.github.io/providers/cvx/
#  dc: http://purl.org/dc/elements/1.1/
#  debio: https://biopragmatics.github.io/debio/
#  depmap: https://depmap.org/portal/cell_line/
#  drugbank: https://go.drugbank.com/drugs/
#  fplx: https://sorgerlab.github.io/famplex/
#  goldbook: http://dx.doi.org/10.1351/goldbook.
#  hgnc: https://www.genenames.org/data/gene-symbol-report/#!/hgnc_id/
#  iana.mediatype: https://www.iana.org/assignments/media-types/
#  iconclass: https://iconclass.org/
#  idocovid19: http://purl.obolibrary.org/obo/COVIDO_
#  interpro: http://purl.obolibrary.org/obo/IPR_
#  isced2013: https://w3id.org/kim/isced-2013/
#  ito: https://bioportal.bioontology.org/ontologies/ITO/?p=classes&conceptid=https://identifiers.org/ito:ITO_
#  kegg.pathway: https://www.kegg.jp/pathway/
#  kestrelo: http://purl.obolibrary.org/obo/kestrelo_
#  kim.educationlevel: https://w3id.org/kim/educationalLevel/level_
#  kim.esv: https://w3id.org/class/sectors/
#  kim.hcrt: https://w3id.org/kim/hcrt/
#  lrmi: http://purl.org/dcx/lrmi-terms/
#  mesh: http://id.nlm.nih.gov/mesh/
#  modalia: https://purl.org/ontology/modalia#
#  ndfrt: http://evs.nci.nih.gov/ftp1/NDF-RT/NDF-RT.owl#
#  obo: http://purl.obolibrary.org/obo/
#  oboInOwl: http://www.geneontology.org/formats/oboInOwl#
#  orcid: https://orcid.org/
#  pfam: http://pfam.janelia.org/family/#
#  pubchem.compound: http://rdf.ncbi.nlm.nih.gov/pubchem/compound/CID
#  reactome: https://reactome.org/content/detail/
#  schema: http://mimi.case.edu/ontologies/2009/1/SDO.owl#
#  semapv: https://w3id.org/semapv/vocab/
#  skos: http://www.w3.org/2004/02/skos/core#
#  snomedct: http://snomed.info/id/
#  tdwg.taxonrank: http://rs.tdwg.org/ontology/voc/TaxonRank#
#  umls: https://uts.nlm.nih.gov/uts/umls/concept/
#  uniprot: http://purl.uniprot.org/uniprot/
#  uniprot.chain: http://purl.uniprot.org/annotation/
#  vido: http://purl.obolibrary.org/obo/VIDO_
#  vivo: http://vivoweb.org/ontology/core#
#  vsmo: http://purl.obolibrary.org/obo/VSMO_
#  wikidata: http://www.wikidata.org/entity/
#  wikipathways: http://identifiers.org/wikipathways/
#mapping_set_id: https://w3id.org/biopragmatics/biomappings/sssom/biomappings.sssom.tsv
#mapping_set_confidence: 0.99
#mapping_set_description: Biomappings is a repository of community curated and predicted
#  equivalences and related mappings between named biological entities that are not
#  available from primary sources. It's also a place where anyone can contribute curations
#  of predicted mappings or their own novel mappings.
#mapping_set_title: Biomappings
#mapping_set_version: 0.5.6-dev-cc80edff
#license: https://creativecommons.org/publicdomain/zero/1.0/
#issue_tracker: https://github.com/biopragmatics/bioregistry/issues
#creator_id:
#- orcid:0000-0003-4423-4370
subject_id	subject_label	predicate_id	predicate_modifier	object_id	object_label	mapping_justification	author_id	reviewer_id	license	subject_source_version	object_source_version	mapping_tool	mapping_tool_id	mapping_tool_version	mapping_date	review_date	confidence	reviewer_agreement
AGRO:00000023	pest control process	skos:exactMatch		mesh:D010571	Pest Control	semapv:LexicalMatching				2022-11-02	2026	sssom-curator	wikidata:Q138902949	0.6.1-dev	2026-08-12		0.54	
AGRO:00000372	farmer	skos:exactMatch		mesh:D000067565	Farmers	semapv:LexicalMatching				2022-11-02	2026	sssom-curator	wikidata:Q138902949	0.6.1-dev	2026-08-12		0.762	
AGRO:00000374	student	skos:exactMatch		mesh:D013334	Students	semapv:LexicalMatching				2022-11-02	2026	sssom-curator	wikidata:Q138902949	0.6.1-dev	2026-08-12		0.762	
AGRO:00000469	crop rotation process	skos:exactMatch		mesh:D012399	Rotation	semapv:LexicalMatching				2022-11-02	2026	sssom-curator	wikidata:Q138902949	0.6.1-dev	2026-08-12		0.54	
AGRO:00000548	seedling	skos:exactMatch		mesh:D036226	Seedlings	semapv:LexicalMatching				2022-11-02	2026	sssom-curator	wikidata:Q138902949	0.6.1-dev	2026-08-12		0.762	
AGRO:00020002	biochar	skos:exactMatch		mesh:C540010	biochar	semapv:ManualMappingCuration	orcid:0000-0003-4423-4370			2022-11-02	2026				2026-08-12			
AGRO:01000000	agronomic fertilization process	skos:exactMatch		mesh:D005306	Fertilization	semapv:LexicalMatching				2022-11-02	2026	sssom-curator	wikidata:Q138902949	0.6.1-dev	2026-08-12		0.54	
AISM:0000001	resilin	skos:exactMatch		mesh:C030951	resilin	semapv:LexicalMatching				2026-02-14	2026	sssom-curator	wikidata:Q138902949	0.6.1-dev	2026-08-12		0.778	
AISM:0000004	conjunctiva	skos:exactMatch		mesh:D003228	Conjunctiva	semapv:LexicalMatching				2026-02-14	2026	sssom-curator	wikidata:Q138902949	0.6.1-dev	2026-08-12		0.762	
AISM:0000004	conjunctiva	skos:exactMatch		mesh:D008566	Membranes	semapv:LexicalMatching				2026-02-14	2026	sssom-curator	wikidata:Q138902949	0.6.1-dev	2026-08-12		0.54	
AISM:0000075	tibia	skos:exactMatch		mesh:D013977	Tibia	semapv:LexicalMatching				2026-02-14	2026	sssom-curator	wikidata:Q138902949	0.6.1-dev	2026-08-12		0.762	
AISM:0000076	femur	skos:exactMatch		mesh:D005269	Femur	semapv:LexicalMatching				2026-02-14	2026	sssom-curator	wikidata:Q138902949	0.6.1-dev	2026-08-12		0.762	
AISM:0000093	hypopharynx	skos:exactMatch		mesh:D007013	Hypopharynx	semapv:LexicalMatching				2026-02-14	2026	sssom-curator	wikidata:Q138902949	0.6.1-dev	2026-08-12		0.762	
AISM:0004130	sternum	skos:exactMatch		mesh:D013249	Sternum	semapv:LexicalMatching				2026-02-14	2026	sssom-curator	wikidata:Q138902949	0.6.1-dev	2026-08-12		0.762	
AISM:0004188	metatarsus	skos:exactMatch		mesh:D008684	Metatarsus	semapv:LexicalMatching				2026-02-14	2026	sssom-curator	wikidata:Q138902949	0.6.1-dev	2026-08-12		0.762	
AMPHX:0000001	gametogenesis	skos:exactMatch		mesh:D005718	Gametogenesis	semapv:ManualMappingCuration	orcid:0000-0003-4423-4370			2020-12-18	2026				2026-08-12			
AMPHX:0000002	oogenesis	skos:exactMatch		mesh:D009866	Oogenesis	semapv:ManualMappingCuration	orcid:0000-0003-4423-4370			2020-12-18	2026				2026-08-12			
AMPHX:0000003	spermatogenesis	skos:exactMatch		mesh:D013091	Spermatogenesis	semapv:ManualMappingCuration	orcid:0000-0003-4423-4370			2020-12-18	2026				2026-08-12			
AMPHX:0000019	adult	skos:exactMatch		mesh:D000328	Adult	semapv:LexicalMatching				2020-12-18	2026	sssom-curator	wikidata:Q138902949	0.6.1-dev	2026-08-12		0.762	
AMPHX:0000057	adult-A stage	skos:exactMatch		mesh:D000328	Adult	semapv:LexicalMatching				2020-12-18	2026	sssom-curator	wikidata:Q138902949	0.6.1-dev	2026-08-12		0.54	
AMPHX:1000002	blastomere	skos:exactMatch		mesh:D001757	Blastomeres	semapv:LexicalMatching				2020-12-18	2026	sssom-curator	wikidata:Q138902949	0.6.1-dev	2026-08-12		0.762	
AMPHX:1000004	tissue	skos:exactMatch		mesh:D014024	Tissues	semapv:LexicalMatching				2020-12-18	2026	sssom-curator	wikidata:Q138902949	0.6.1-dev	2026-08-12		0.762	
AMPHX:1000006	central nervous system	skos:exactMatch		mesh:D002490	Central Nervous System	semapv:ManualMappingCuration	orcid:0000-0003-4423-4370			2020-12-18	2026				2026-08-12			
AMPHX:1000013	zygote	skos:exactMatch		mesh:D015053	Zygote	semapv:ManualMappingCuration	orcid:0000-0003-4423-4370			2020-12-18	2026				2026-08-12			
AMPHX:1000051	epidermis	skos:exactMatch		mesh:D004817	Epidermis	semapv:ManualMappingCuration	orcid:0000-0003-4423-4370			2020-12-18	2026				2026-08-12			
AMPHX:1000271	lamellar body	skos:exactMatch		mesh:D000088502	Lamellar Bodies	semapv:LexicalMatching				2020-12-18	2026	sssom-curator	wikidata:Q138902949	0.6.1-dev	2026-08-12		0.762	
APO:0000033	cell fusion	skos:exactMatch		mesh:D002459	Cell Fusion	semapv:LexicalMatching				2026-06-16	2026	sssom-curator	wikidata:Q138902949	0.6.1-dev	2026-08-12		0.762	
APO:0000039	meiosis	skos:exactMatch		mesh:D008540	Meiosis	semapv:LexicalMatching				2026-06-16	2026	sssom-curator	wikidata:Q138902949	0.6.1-dev	2026-08-12		0.762	
APO:0000048	virulence	skos:exactMatch		mesh:D014774	Virulence	semapv:LexicalMatching				2026-06-16	2026	sssom-curator	wikidata:Q138902949	0.6.1-dev	2026-08-12		0.762	
APO:0000051	cell shape	skos:exactMatch		mesh:D048430	Cell Shape	semapv:LexicalMatching				2026-06-16	2026	sssom-curator	wikidata:Q138902949	0.6.1-dev	2026-08-12		0.762	
APO:0000052	cell size	skos:exactMatch		mesh:D048429	Cell Size	semapv:LexicalMatching				2026-06-16	2026	sssom-curator	wikidata:Q138902949	0.6.1-dev	2026-08-12		0.762	
APO:0000065	flocculation	skos:exactMatch		mesh:D005427	Flocculation	semapv:LexicalMatching				2026-06-16	2026	sssom-curator	wikidata:Q138902949	0.6.1-dev	2026-08-12		0.762	
APO:0000071	cytokinesis	skos:exactMatch		mesh:D048749	Cytokinesis	semapv:LexicalMatching				2026-06-16	2026	sssom-curator	wikidata:Q138902949	0.6.1-dev	2026-08-12		0.762	
APO:0000074	autophagy	skos:exactMatch		mesh:D001343	Autophagy	semapv:LexicalMatching				2026-06-16	2026	sssom-curator	wikidata:Q138902949	0.6.1-dev	2026-08-12		0.762	
APO:0000075	endocytosis	skos:exactMatch		mesh:D004705	Endocytosis	semapv:LexicalMatching				2026-06-16	2026	sssom-curator	wikidata:Q138902949	0.6.1-dev	2026-08-12		0.762	
APO:0000078	protein secretion	skos:exactMatch		mesh:D005089	Exocytosis	semapv:LexicalMatching				2026-06-16	2026	sssom-curator	wikidata:Q138902949	0.6.1-dev	2026-08-12		0.54	
APO:0000088	drug resistance	skos:exactMatch		mesh:D004351	Drug Resistance	semapv:LexicalMatching				2026-06-16	2026	sssom-curator	wikidata:Q138902949	0.6.1-dev	2026-08-12		0.762	
APO:0000093	thermotolerance	skos:exactMatch		mesh:D000071436	Thermotolerance	semapv:LexicalMatching				2026-06-16	2026	sssom-curator	wikidata:Q138902949	0.6.1-dev	2026-08-12		0.762	
APO:0000129	protein transport	skos:exactMatch		mesh:D021381	Protein Transport	semapv:LexicalMatching				2026-06-16	2026	sssom-curator	wikidata:Q138902949	0.6.1-dev	2026-08-12		0.762	
APO:0000145	oxidative phosphorylation	skos:exactMatch		mesh:D010085	Oxidative Phosphorylation	semapv:LexicalMatching				2026-06-16	2026	sssom-curator	wikidata:Q138902949	0.6.1-dev	2026-08-12		0.762	
APO:0000145	oxidative phosphorylation	skos:exactMatch		mesh:D012119	Respiration	semapv:LexicalMatching				2026-06-16	2026	sssom-curator	wikidata:Q138902949	0.6.1-dev	2026-08-12		0.54	
APO:0000155	apoptosis	skos:exactMatch		mesh:D017209	Apoptosis	semapv:LexicalMatching				2026-06-16	2026	sssom-curator	wikidata:Q138902949	0.6.1-dev	2026-08-12		0.762	
APO:0000208	chromosome segregation	skos:exactMatch		mesh:D020090	Chromosome Segregation	semapv:LexicalMatching				2026-06-16	2026	sssom-curator	wikidata:Q138902949	0.6.1-dev	2026-08-12		0.762	
APO:0000240	mitophagy	skos:exactMatch		mesh:D063306	Mitophagy	semapv:LexicalMatching				2026-06-16	2026	sssom-curator	wikidata:Q138902949	0.6.1-dev	2026-08-12		0.762	
APO:0000242	lipid particle morphology	skos:exactMatch		mesh:D066292	Lipid Droplets	semapv:LexicalMatching				2026-06-16	2026	sssom-curator	wikidata:Q138902949	0.6.1-dev	2026-08-12		0.54	
APO:0000312	cell death	skos:exactMatch		mesh:D016923	Cell Death	semapv:LexicalMatching				2026-06-16	2026	sssom-curator	wikidata:Q138902949	0.6.1-dev	2026-08-12		0.762	
APO:0000313	autolysis	skos:exactMatch		mesh:D001329	Autolysis	semapv:LexicalMatching				2026-06-16	2026	sssom-curator	wikidata:Q138902949	0.6.1-dev	2026-08-12		0.762	
APO:0000336	aneuploidy	skos:exactMatch		mesh:D000782	Aneuploidy	semapv:LexicalMatching				2026-06-16	2026	sssom-curator	wikidata:Q138902949	0.6.1-dev	2026-08-12		0.762	
APO:0000337	polyploidy	skos:exactMatch		mesh:D011123	Polyploidy	semapv:LexicalMatching				2026-06-16	2026	sssom-curator	wikidata:Q138902949	0.6.1-dev	2026-08-12		0.762	
APOLLO_SV:00000002	basic reproduction number	skos:exactMatch		mesh:D050936	Basic Reproduction Number	semapv:LexicalMatching				2026-07-19	2026	sssom-curator	wikidata:Q138902949	0.6.1-dev	2026-08-12		0.762	
APOLLO_SV:00000036	normal distribution	skos:exactMatch		mesh:D016011	Normal Distribution	semapv:LexicalMatching				2026-07-19	2026	sssom-curator	wikidata:Q138902949	0.6.1-dev	2026-08-12		0.762	
APOLLO_SV:00000094	community	skos:exactMatch	Not	NCIT:C16453	Community	semapv:ManualMappingCuration	orcid:0000-0003-4423-4370											
APOLLO_SV:00000097	ecosystem	skos:exactMatch		ENVO:01001110	ecosystem	semapv:ManualMappingCuration	orcid:0000-0003-4423-4370											
APOLLO_SV:00000097	ecosystem	skos:exactMatch		mesh:D017753	Ecosystem	semapv:LexicalMatching				2026-07-19	2026	sssom-curator	wikidata:Q138902949	0.6.1-dev	2026-08-12		0.762	
APOLLO_SV:00000107	atmosphere	skos:exactMatch		mesh:D001272	Atmosphere	semapv:LexicalMatching				2026-07-19	2026	sssom-curator	wikidata:Q138902949	0.6.1-dev	2026-08-12		0.762	
APOLLO_SV:00000114	infection	skos:exactMatch		IDO:0000586	infection	semapv:ManualMappingCuration	orcid:0000-0003-4423-4370					mira						
APOLLO_SV:00000114	infection	skos:exactMatch		mesh:D007239	Infections	semapv:LexicalMatching				2026-07-19	2026	sssom-curator	wikidata:Q138902949	0.6.1-dev	2026-08-12		0.762	
APOLLO_SV:00000142	vaccination	skos:exactMatch		IDOMAL:0001040	vaccination	semapv:ManualMappingCuration	orcid:0000-0003-4423-4370											
APOLLO_SV:00000142	vaccination	skos:exactMatch		VO:0000002	vaccination	semapv:ManualMappingCuration	orcid:0000-0003-4423-4370					mira						
APOLLO_SV:00000142	vaccination	skos:exactMatch		mesh:D014611	Vaccination	semapv:LexicalMatching				2026-07-19	2026	sssom-curator	wikidata:Q138902949	0.6.1-dev	2026-08-12		0.762	
APOLLO_SV:00000154	exposed population	skos:exactMatch		NCIT:C71551	Exposed Population	semapv:ManualMappingCuration	orcid:0000-0003-4423-4370											
APOLLO_SV:00000172	susceptibility	skos:exactMatch		IDO:0000467	susceptibility	semapv:ManualMappingCuration	orcid:0000-0003-4423-4370											
APOLLO_SV:00000172	susceptibility	skos:exactMatch	Not	PATO:0001043	susceptibility toward	semapv:ManualMappingCuration	orcid:0000-0003-4423-4370					mira						
APOLLO_SV:00000173	census	skos:exactMatch		mesh:D019352	Censuses	semapv:LexicalMatching				2026-07-19	2026	sssom-curator	wikidata:Q138902949	0.6.1-dev	2026-08-12		0.762	
APOLLO_SV:00000182	contagiousness	skos:exactMatch		IDO:0000458	contagiousness	semapv:ManualMappingCuration	orcid:0000-0003-4423-4370											
APOLLO_SV:00000182	contagiousness	skos:exactMatch		IDOMAL:0000008	contagiousness	semapv:ManualMappingCuration	orcid:0000-0003-4423-4370											
APOLLO_SV:00000195	target population	skos:exactMatch		NCIT:C142728	Target Study Population	semapv:LexicalMatching		orcid:0000-0003-4423-4370										0.0
APOLLO_SV:00000205	susceptible organism	skos:exactMatch		IDO:0000659	susceptible organism	semapv:ManualMappingCuration	orcid:0000-0003-4423-4370											
APOLLO_SV:00000209	infected organism	skos:exactMatch		IDO:0000460	infected organism	semapv:ManualMappingCuration	orcid:0000-0003-4423-4370											
APOLLO_SV:00000233	infected population	skos:exactMatch		IDO:0000511	infected population	semapv:ManualMappingCuration	orcid:0000-0003-4423-4370											
APOLLO_SV:00000234	susceptible population	skos:exactMatch		IDO:0000514	susceptible population	semapv:ManualMappingCuration	orcid:0000-0003-4423-4370											
APOLLO_SV:00000235	immune population	skos:exactMatch		IDO:0000592	immune population	semapv:ManualMappingCuration	orcid:0000-0003-4423-4370											
APOLLO_SV:00000237	pathogen	skos:exactMatch		IDO:0000528	pathogen	semapv:ManualMappingCuration	orcid:0000-0003-4423-4370											
APOLLO_SV:00000237	pathogen	skos:exactMatch		IDOMAL:0000063	pathogen	semapv:ManualMappingCuration	orcid:0000-0003-4423-4370											
APOLLO_SV:00000238	host	skos:exactMatch		IDO:0000531	host	semapv:ManualMappingCuration	orcid:0000-0003-4423-4370					mira						
APOLLO_SV:00000239	infectious disease	skos:exactMatch		DOID:0050117	disease by infectious agent	semapv:ManualMappingCuration	orcid:0000-0003-4423-4370											
APOLLO_SV:00000239	infectious disease	skos:exactMatch		IDO:0000436	infectious disease	semapv:ManualMappingCuration	orcid:0000-0003-4423-4370											
APOLLO_SV:00000243	duration	skos:exactMatch		PATO:0001309	duration	semapv:LexicalMatching		orcid:0000-0003-4423-4370				mira						0.0
APOLLO_SV:00000298	epidemic	skos:exactMatch		mesh:D058872	Epidemics	semapv:LexicalMatching				2026-07-19	2026	sssom-curator	wikidata:Q138902949	0.6.1-dev	2026-08-12		0.762	
APOLLO_SV:00000311	Breteau Index	skos:exactMatch		vsmo:0000070	breteau index	semapv:ManualMappingCuration	orcid:0000-0003-4423-4370											
APOLLO_SV:00000314	gonotrophic cycle	skos:exactMatch		vsmo:0000904	gonotrophic cycle	semapv:ManualMappingCuration	orcid:0000-0003-4423-4370											
APOLLO_SV:00000317	incubation period	skos:exactMatch		IDO:0000519	incubation period	semapv:ManualMappingCuration	orcid:0000-0003-4423-4370											
APOLLO_SV:00000317	incubation period	skos:exactMatch		IDOMAL:0000355	incubation period	semapv:ManualMappingCuration	orcid:0000-0003-4423-4370											
APOLLO_SV:00000317	incubation period	skos:exactMatch		vsmo:0000499	intrinsic incubation period	semapv:LexicalMatching		orcid:0000-0003-4423-4370				mira						0.0
APOLLO_SV:00000329	author list	skos:exactMatch		IAO:0000321	author list	semapv:ManualMappingCuration	orcid:0000-0003-4423-4370											
APOLLO_SV:00000340	agonism	skos:exactMatch	Not	NBO:0000015	aggressive behavior	semapv:ManualMappingCuration	orcid:0000-0003-4423-4370											
