source prefix	source identifier	source name	relation	target prefix	target identifier	target name	type	source	prediction_type	prediction_source	prediction_confidence
agrovoc	24262	vermiculture	skos:exactMatch	agro	00002042	vermicompost	semapv:ManualMappingCuration	orcid:0000-0002-2627-0696			
agrovoc	24947	heat treatment	skos:exactMatch	agro	00000204	heat treatment	semapv:ManualMappingCuration	orcid:0000-0002-2627-0696			
agrovoc	24975	biofertilizers	skos:exactMatch	agro	00020001	biofertilizer	semapv:ManualMappingCuration	orcid:0000-0002-2627-0696			
agrovoc	25021	Kjeldahl method	skos:exactMatch	agro	00000272	kjeldahl method	semapv:ManualMappingCuration	orcid:0000-0002-2627-0696			
agrovoc	2502372e	factorial design	skos:exactMatch	agro	00000331	factorial design	semapv:ManualMappingCuration	orcid:0000-0002-2627-0696			
agrovoc	25206	liming	skos:exactMatch	agro	00000112	liming process	semapv:ManualMappingCuration	orcid:0000-0002-2627-0696			
agrovoc	25243	grazing	skos:exactMatch	agro	00000426	regulation of grazing	semapv:ManualMappingCuration	orcid:0000-0002-2627-0696			
agrovoc	25265	relay cropping	skos:exactMatch	agro	00000520	relay cropping	semapv:ManualMappingCuration	orcid:0000-0002-2627-0696			
agrovoc	25305	water harvesting	skos:exactMatch	agro	00000589	water harvesting	semapv:ManualMappingCuration	orcid:0000-0002-2627-0696			
agrovoc	25354	supplemental irrigation	skos:exactMatch	agro	00000588	supplemental irrigation	semapv:ManualMappingCuration	orcid:0000-0002-2627-0696			
agrovoc	25356	localized irrigation	skos:exactMatch	agro	00000055	localized irrigation process	semapv:ManualMappingCuration	orcid:0000-0002-2627-0696			
agrovoc	25674	windrowing	skos:exactMatch	agro	00000463	windrowing	semapv:ManualMappingCuration	orcid:0000-0002-2627-0696			
agrovoc	25695	mouldboard ploughs	skos:exactMatch	agro	00000129	mouldboard plough	semapv:ManualMappingCuration	orcid:0000-0002-2627-0696			
agrovoc	25720	dibbling	skos:exactMatch	agro	00000412	dibbling	semapv:ManualMappingCuration	orcid:0000-0002-2627-0696			
agrovoc	25763	forage harvesters	skos:exactMatch	agro	00000540	forage harvester	semapv:ManualMappingCuration	orcid:0000-0002-2627-0696			
agrovoc	25779	walking tractors	skos:exactMatch	agro	00000125	single-axle tractor	semapv:ManualMappingCuration	orcid:0000-0002-2627-0696			
agrovoc	25791	land levelling	skos:exactMatch	agro	00000004	land levelling process	semapv:ManualMappingCuration	orcid:0000-0002-2627-0696			
agrovoc	25794	disc harrows	skos:exactMatch	agro	00000128	disc harrow	semapv:ManualMappingCuration	orcid:0000-0002-2627-0696			
agrovoc	25808	subsoilers	skos:exactMatch	agro	00000130	subsoiler	semapv:ManualMappingCuration	orcid:0000-0002-2627-0696			
agrovoc	25812	water tanks	skos:exactMatch	agro	00000590	water tank	semapv:ManualMappingCuration	orcid:0000-0002-2627-0696			
agrovoc	25818	ridge tillage	skos:exactMatch	agro	00000030	ridge-till	semapv:ManualMappingCuration	orcid:0000-0002-2627-0696			
agrovoc	25990	manure spreaders	skos:exactMatch	agro	00000139	manure spreader	semapv:ManualMappingCuration	orcid:0000-0002-2627-0696			
agrovoc	26820	seed dressing	skos:exactMatch	agro	00000051	seed dressing	semapv:ManualMappingCuration	orcid:0000-0002-2627-0696			
agrovoc	26af733b	single cycle experiments	skos:exactMatch	agro	00000482	single cycle experiment	semapv:ManualMappingCuration	orcid:0000-0002-2627-0696			
agrovoc	26f679e5	deficit irrigation	skos:exactMatch	agro	00000586	deficit irrigation process	semapv:ManualMappingCuration	orcid:0000-0002-2627-0696			
agrovoc	27870	inorganic fertilizers	skos:exactMatch	agro	00002040	inorganic fertilizer	semapv:ManualMappingCuration	orcid:0000-0002-2627-0696			
agrovoc	27896	fish manure	skos:exactMatch	agro	00000081	fish manure	semapv:ManualMappingCuration	orcid:0000-0002-2627-0696			
agrovoc	27921	treatment date	skos:exactMatch	agro	00010133	treatment date	semapv:ManualMappingCuration	orcid:0000-0002-2627-0696			
agrovoc	2794	farm area	skos:exactMatch	agro	00000299	farm area	semapv:ManualMappingCuration	orcid:0000-0002-2627-0696			
agrovoc	2805	farmers	skos:exactMatch	agro	00000372	farmer	semapv:ManualMappingCuration	orcid:0000-0002-2627-0696			
agrovoc	2810	farmyard manure	skos:exactMatch	agro	00000076	farmyard manure	semapv:ManualMappingCuration	orcid:0000-0002-2627-0696			
agrovoc	29464	harvesting date	skos:exactMatch	agro	00010128	harvesting date	semapv:ManualMappingCuration	orcid:0000-0002-2627-0696			
agrovoc	3008	foliar application	skos:exactMatch	agro	00000048	foliar application	semapv:ManualMappingCuration	orcid:0000-0002-2627-0696			
agrovoc	3154	furrow irrigation	skos:exactMatch	agro	00000067	furrow irrigation process	semapv:ManualMappingCuration	orcid:0000-0002-2627-0696			
agrovoc	32823ce3	short-term experiments	skos:exactMatch	agro	00000477	short-term experiment	semapv:ManualMappingCuration	orcid:0000-0002-2627-0696			
agrovoc	330635	biological pest control	skos:exactMatch	agro	00000022	biological pest control process	semapv:ManualMappingCuration	orcid:0000-0002-2627-0696			
agrovoc	330677	chemical pest control	skos:exactMatch	agro	00000024	chemical pest control process	semapv:ManualMappingCuration	orcid:0000-0002-2627-0696			
agrovoc	330772	sickles	skos:exactMatch	agro	00000453	sickle	semapv:ManualMappingCuration	orcid:0000-0002-2627-0696			
agrovoc	330794	irrigation sources	skos:exactMatch	agro	00000009	irrigation source	semapv:ManualMappingCuration	orcid:0000-0002-2627-0696			
agrovoc	33445	conservation tillage	skos:exactMatch	agro	00000017	conservation tillage process	semapv:ManualMappingCuration	orcid:0000-0002-2627-0696			
agrovoc	33452	alley cropping	skos:exactMatch	agro	00000579	alley cropping	semapv:ManualMappingCuration	orcid:0000-0002-2627-0696			
agrovoc	3375	green manures	skos:exactMatch	agro	00000075	green manure	semapv:ManualMappingCuration	orcid:0000-0002-2627-0696			
agrovoc	34250	conventional tillage	skos:exactMatch	agro	00000015	conventional tillage process	semapv:ManualMappingCuration	orcid:0000-0002-2627-0696			
agrovoc	3500	harvesting	skos:exactMatch	agro	00000025	plant harvesting process	semapv:ManualMappingCuration	orcid:0000-0002-2627-0696			
agrovoc	35282	puddling	skos:exactMatch	agro	00000028	puddling process	semapv:ManualMappingCuration	orcid:0000-0002-2627-0696			
agrovoc	35678	cottonseed meal	skos:exactMatch	agro	00000089	cottonseed meal	semapv:ManualMappingCuration	orcid:0000-0002-2627-0696			
agrovoc	36542	continuous grazing	skos:exactMatch	agro	00000431	continuous grazing	semapv:ManualMappingCuration	orcid:0000-0002-2627-0696			
agrovoc	36704	deep tillage	skos:exactMatch	agro	00020004	deep tillage	semapv:ManualMappingCuration	orcid:0000-0002-2627-0696			
agrovoc	37405	pots	skos:exactMatch	agro	00000309	pot	semapv:ManualMappingCuration	orcid:0000-0002-2627-0696			
agrovoc	37743	husks	skos:exactMatch	agro	00002010	husk	semapv:ManualMappingCuration	orcid:0000-0002-2627-0696			
agrovoc	3910	intercropping	skos:exactMatch	agro	00000516	intercropping	semapv:ManualMappingCuration	orcid:0000-0002-2627-0696			
agrovoc	3954	irrigation	skos:exactMatch	agro	00000006	irrigation process	semapv:ManualMappingCuration	orcid:0000-0002-2627-0696			
agrovoc	3955	irrigation equipment	skos:exactMatch	agro	00000241	irrigation equipment	semapv:ManualMappingCuration	orcid:0000-0002-2627-0696			
agrovoc	3957	irrigation methods	skos:exactMatch	agro	00000054	irrigation method	semapv:ManualMappingCuration	orcid:0000-0002-2627-0696			
agrovoc	397044c5	flails	skos:exactMatch	agro	00000455	flail	semapv:ManualMappingCuration	orcid:0000-0002-2627-0696			
agrovoc	4373	liquid manures	skos:exactMatch	agro	00000078	liquid manure	semapv:ManualMappingCuration	orcid:0000-0002-2627-0696			
agrovoc	4592	organic fertilizers	skos:exactMatch	agro	00002039	organic fertilizer	semapv:ManualMappingCuration	orcid:0000-0002-2627-0696			
agrovoc	4915	monoculture	skos:exactMatch	agro	00000481	monoculture	semapv:ManualMappingCuration	orcid:0000-0002-2627-0696			
agrovoc	4963	mowers	skos:exactMatch	agro	00002008	mower	semapv:ManualMappingCuration	orcid:0000-0002-2627-0696			
agrovoc	4977	mulches	skos:exactMatch	agro	00000092	mulch	semapv:ManualMappingCuration	orcid:0000-0002-2627-0696			
agrovoc	4978	mulching	skos:exactMatch	agro	00000111	mulching process	semapv:ManualMappingCuration	orcid:0000-0002-2627-0696			
agrovoc	4f8733aa	long-term experiments	skos:exactMatch	agro	00000476	long-term experiment	semapv:ManualMappingCuration	orcid:0000-0002-2627-0696			
agrovoc	5195	nitrogen fertilizers	skos:exactMatch	agro	00020007	nitrogen fertilizer	semapv:ManualMappingCuration	orcid:0000-0002-2627-0696			
agrovoc	5250	NPK fertilizers	skos:exactMatch	agro	00002046	NPK fertilizer	semapv:ManualMappingCuration	orcid:0000-0002-2627-0696			
agrovoc	542	application methods	skos:exactMatch	agro	00000036	application method	semapv:ManualMappingCuration	orcid:0000-0002-2627-0696			
agrovoc	5497	controlled grazing	skos:exactMatch	agro	00000434	controlled grazing	semapv:ManualMappingCuration	orcid:0000-0002-2627-0696			
agrovoc	5726	pest control	skos:exactMatch	agro	00000023	pest control process	semapv:ManualMappingCuration	orcid:0000-0002-2627-0696			
agrovoc	60a629e9	spent mushroom composts	skos:exactMatch	agro	00000091	spent mushroom compost	semapv:ManualMappingCuration	orcid:0000-0002-2627-0696			
agrovoc	6274	pruning	skos:exactMatch	agro	00000566	pruning	semapv:ManualMappingCuration	orcid:0000-0002-2627-0696			
agrovoc	6463	ratoons	skos:exactMatch	agro	00000115	ratoon	semapv:ManualMappingCuration	orcid:0000-0002-2627-0696			
agrovoc	6636	rollers	skos:exactMatch	agro	00002030	roller	semapv:ManualMappingCuration	orcid:0000-0002-2627-0696			
agrovoc	6662	crop rotation	skos:exactMatch	agro	00000469	crop rotation process	semapv:ManualMappingCuration	orcid:0000-0002-2627-0696			
agrovoc	6663	rotational grazing	skos:exactMatch	agro	00000430	rotational grazing	semapv:ManualMappingCuration	orcid:0000-0002-2627-0696			
agrovoc	6855	scientists	skos:exactMatch	agro	00000373	researcher	semapv:ManualMappingCuration	orcid:0000-0002-2627-0696			
agrovoc	6940	seed treatment	skos:exactMatch	agro	00000051	seed dressing	semapv:ManualMappingCuration	orcid:0000-0002-2627-0696			
agrovoc	6944	sowing rates	skos:exactMatch	agro	00000202	seeding rate	semapv:ManualMappingCuration	orcid:0000-0002-2627-0696			
agrovoc	6945	seedlings	skos:exactMatch	agro	00000548	seedling	semapv:ManualMappingCuration	orcid:0000-0002-2627-0696			
agrovoc	7175	soil injection	skos:exactMatch	agro	00000052	soil injection	semapv:ManualMappingCuration	orcid:0000-0002-2627-0696			
agrovoc	7198	soil analysis	skos:exactMatch	agro	00000349	soil analysis process	semapv:ManualMappingCuration	orcid:0000-0002-2627-0696			
agrovoc	722	automatic irrigation	skos:exactMatch	agro	00000409	automatic irrigation	semapv:ManualMappingCuration	orcid:0000-0002-2627-0696			
agrovoc	7268	sowing	skos:exactMatch	agro	00000142	seeding process	semapv:ManualMappingCuration	orcid:0000-0002-2627-0696			
agrovoc	7333	sprayers	skos:exactMatch	agro	00000537	sprayer	semapv:ManualMappingCuration	orcid:0000-0002-2627-0696			
agrovoc	7442	straw mulches	skos:exactMatch	agro	00000098	straw mulch	semapv:ManualMappingCuration	orcid:0000-0002-2627-0696			
agrovoc	7456	strip grazing	skos:exactMatch	agro	00000432	strip grazing	semapv:ManualMappingCuration	orcid:0000-0002-2627-0696			
agrovoc	7473	students	skos:exactMatch	agro	00000374	student	semapv:ManualMappingCuration	orcid:0000-0002-2627-0696			
agrovoc	7487	subsurface irrigation	skos:exactMatch	agro	00000062	sub-irrigation process	semapv:ManualMappingCuration	orcid:0000-0002-2627-0696			
agrovoc	7530	surface irrigation	skos:exactMatch	agro	00000063	surface irrigation process	semapv:ManualMappingCuration	orcid:0000-0002-2627-0696			
agrovoc	7649	tedders	skos:exactMatch	agro	00000472	tedder	semapv:ManualMappingCuration	orcid:0000-0002-2627-0696			
agrovoc	7729	thinning	skos:exactMatch	agro	00000027	thinning	semapv:ManualMappingCuration	orcid:0000-0002-2627-0696			
agrovoc	7771	tillage	skos:exactMatch	agro	01000015	tillage	semapv:ManualMappingCuration	orcid:0000-0002-2627-0696			
agrovoc	77edfe55	field area	skos:exactMatch	agro	00000300	field area	semapv:ManualMappingCuration	orcid:0000-0002-2627-0696			
agrovoc	7813	top-dressing	skos:exactMatch	agro	00000042	top dressing	semapv:ManualMappingCuration	orcid:0000-0002-2627-0696			
agrovoc	7847	tractors	skos:exactMatch	agro	00000124	tractor	semapv:ManualMappingCuration	orcid:0000-0002-2627-0696			
agrovoc	7873	transplanting	skos:exactMatch	agro	00000229	plant transplanting process	semapv:ManualMappingCuration	orcid:0000-0002-2627-0696			
agrovoc	7878	trapping	skos:exactMatch	agro	00000215	trapping process	semapv:ManualMappingCuration	orcid:0000-0002-2627-0696			
agrovoc	7885	tree injection	skos:exactMatch	agro	00000053	tree injection	semapv:ManualMappingCuration	orcid:0000-0002-2627-0696			
agrovoc	7909	trickle irrigation	skos:exactMatch	agro	00000056	drip irrigation process	semapv:ManualMappingCuration	orcid:0000-0002-2627-0696			
agrovoc	793	balers	skos:exactMatch	agro	00002027	baler	semapv:ManualMappingCuration	orcid:0000-0002-2627-0696			
agrovoc	8446	working animals	skos:exactMatch	agro	00000116	draft animal	semapv:ManualMappingCuration	orcid:0000-0002-2627-0696			
agrovoc	8511	zero tillage	skos:exactMatch	agro	00000026	no-till	semapv:ManualMappingCuration	orcid:0000-0002-2627-0696			
agrovoc	918	biological control	skos:exactMatch	agro	00000022	biological pest control process	semapv:ManualMappingCuration	orcid:0000-0002-2627-0696			
agrovoc	932275ef	poultry manure	skos:exactMatch	agro	00000080	poultry litter	semapv:ManualMappingCuration	orcid:0000-0002-2627-0696			
agrovoc	966	blood meal	skos:exactMatch	agro	00000086	blood meal	semapv:ManualMappingCuration	orcid:0000-0002-2627-0696			
agrovoc	99dd11f2	chisel ploughs	skos:exactMatch	agro	00000131	chisel plough	semapv:ManualMappingCuration	orcid:0000-0002-2627-0696			
agrovoc	9a431541	strip plot design	skos:exactMatch	agro	00000330	strip plot design	semapv:ManualMappingCuration	orcid:0000-0002-2627-0696			
agrovoc	a1d2d6f2	desuckering	skos:exactMatch	agro	00000007	desuckering	semapv:ManualMappingCuration	orcid:0000-0002-2627-0696			
agrovoc	b6875485	wood chips mulches	skos:exactMatch	agro	00000103	wood chips mulch	semapv:ManualMappingCuration	orcid:0000-0002-2627-0696			
agrovoc	b95256aa	tandem disc harrows	skos:exactMatch	agro	00000394	tandem disc harrow	semapv:ManualMappingCuration	orcid:0000-0002-2627-0696			
agrovoc	bc5f6400	bark mulches	skos:exactMatch	agro	00000104	bark mulch	semapv:ManualMappingCuration	orcid:0000-0002-2627-0696			
agrovoc	c10fe7cb	square lattice design	skos:exactMatch	agro	00000336	square lattice design	semapv:ManualMappingCuration	orcid:0000-0002-2627-0696			
agrovoc	c319a4d3	vermicomposts	skos:exactMatch	agro	00002042	vermicompost	semapv:ManualMappingCuration	orcid:0000-0002-2627-0696			
agrovoc	c74e9c9f	offset disc harrows	skos:exactMatch	agro	00000395	offset disc harrow	semapv:ManualMappingCuration	orcid:0000-0002-2627-0696			
agrovoc	d0acd43f	lattice design	skos:exactMatch	agro	00000333	lattice design	semapv:ManualMappingCuration	orcid:0000-0002-2627-0696			
agrovoc	d2c183d0	compost mulches	skos:exactMatch	agro	00000102	compost mulch	semapv:ManualMappingCuration	orcid:0000-0002-2627-0696			
agrovoc	e7505488	tine harrows	skos:exactMatch	agro	00000138	tine harrow	semapv:ManualMappingCuration	orcid:0000-0002-2627-0696			
agrovoc	ea23424c	alpha lattice design	skos:exactMatch	agro	00000337	alpha lattice design	semapv:ManualMappingCuration	orcid:0000-0002-2627-0696			
agrovoc	eb7af602	raised beds	skos:exactMatch	agro	00002021	raised seedbed	semapv:ManualMappingCuration	orcid:0000-0002-2627-0696			
apollosv	00000097	ecosystem	skos:exactMatch	envo	01001110	ecosystem	semapv:ManualMappingCuration	orcid:0000-0003-4423-4370			
apollosv	00000114	infection	skos:exactMatch	ido	0000586	infection	semapv:ManualMappingCuration	orcid:0000-0003-4423-4370	semapv:LexicalMatching	mira	0.7777777777777778
apollosv	00000142	vaccination	skos:exactMatch	idomal	0001040	vaccination	semapv:ManualMappingCuration	orcid:0000-0003-4423-4370			
apollosv	00000142	vaccination	skos:exactMatch	vo	0000002	vaccination	semapv:ManualMappingCuration	orcid:0000-0003-4423-4370	semapv:LexicalMatching	mira	0.7777777777777778
apollosv	00000154	exposed population	skos:exactMatch	ncit	C71551	Exposed Population	semapv:ManualMappingCuration	orcid:0000-0003-4423-4370			
apollosv	00000172	susceptibility	skos:exactMatch	ido	0000467	susceptibility	semapv:ManualMappingCuration	orcid:0000-0003-4423-4370			
apollosv	00000182	contagiousness	skos:exactMatch	ido	0000458	contagiousness	semapv:ManualMappingCuration	orcid:0000-0003-4423-4370			
apollosv	00000182	contagiousness	skos:exactMatch	idomal	0000008	contagiousness	semapv:ManualMappingCuration	orcid:0000-0003-4423-4370			
apollosv	00000205	susceptible organism	skos:exactMatch	ido	0000659	susceptible organism	semapv:ManualMappingCuration	orcid:0000-0003-4423-4370			
apollosv	00000209	infected organism	skos:exactMatch	ido	0000460	infected organism	semapv:ManualMappingCuration	orcid:0000-0003-4423-4370			
apollosv	00000233	infected population	skos:exactMatch	ido	0000511	infected population	semapv:ManualMappingCuration	orcid:0000-0003-4423-4370			
apollosv	00000234	susceptible population	skos:exactMatch	ido	0000514	susceptible population	semapv:ManualMappingCuration	orcid:0000-0003-4423-4370			
apollosv	00000235	immune population	skos:exactMatch	ido	0000592	immune population	semapv:ManualMappingCuration	orcid:0000-0003-4423-4370			
apollosv	00000237	pathogen	skos:exactMatch	ido	0000528	pathogen	semapv:ManualMappingCuration	orcid:0000-0003-4423-4370			
apollosv	00000237	pathogen	skos:exactMatch	idomal	0000063	pathogen	semapv:ManualMappingCuration	orcid:0000-0003-4423-4370			
apollosv	00000238	host	skos:exactMatch	ido	0000531	host	semapv:ManualMappingCuration	orcid:0000-0003-4423-4370	semapv:LexicalMatching	mira	0.7777777777777778
apollosv	00000239	infectious disease	skos:exactMatch	doid	0050117	disease by infectious agent	semapv:ManualMappingCuration	orcid:0000-0003-4423-4370			
apollosv	00000239	infectious disease	skos:exactMatch	ido	0000436	infectious disease	semapv:ManualMappingCuration	orcid:0000-0003-4423-4370			
apollosv	00000311	Breteau Index	skos:exactMatch	vsmo	0000070	breteau index	semapv:ManualMappingCuration	orcid:0000-0003-4423-4370			
apollosv	00000314	gonotrophic cycle	skos:exactMatch	vsmo	0000904	gonotrophic cycle	semapv:ManualMappingCuration	orcid:0000-0003-4423-4370			
apollosv	00000317	incubation period	skos:exactMatch	ido	0000519	incubation period	semapv:ManualMappingCuration	orcid:0000-0003-4423-4370			
apollosv	00000317	incubation period	skos:exactMatch	idomal	0000355	incubation period	semapv:ManualMappingCuration	orcid:0000-0003-4423-4370			
apollosv	00000329	author list	skos:exactMatch	iao	0000321	author list	semapv:ManualMappingCuration	orcid:0000-0003-4423-4370			
apollosv	00000373	parasite	skos:exactMatch	idomal	0000995	parasite	semapv:ManualMappingCuration	orcid:0000-0003-4423-4370	semapv:LexicalMatching	mira	0.7777777777777778
apollosv	00000422	confidence interval	skos:exactMatch	stato	0000196	confidence interval	semapv:ManualMappingCuration	orcid:0000-0003-4423-4370			
apollosv	00000429	date	skos:exactMatch	dc	date	Date	semapv:ManualMappingCuration	orcid:0000-0003-4423-4370			
apollosv	00000429	date	skos:exactMatch	oboinowl	date	date	semapv:ManualMappingCuration	orcid:0000-0003-4423-4370			
apollosv	00000445	mortality rate	skos:exactMatch	stato	0000414	mortality rate	semapv:ManualMappingCuration	orcid:0000-0003-4423-4370			
apollosv	00000476	description	skos:exactMatch	dc	description	description	semapv:ManualMappingCuration	orcid:0000-0003-4423-4370			
bto	0001025	peripheral blood mononuclear cell	skos:exactMatch	cl	2000001	peripheral blood mononuclear cell	semapv:ManualMappingCuration	orcid:0000-0003-4423-4370	semapv:LexicalMatching	https://github.com/biomappings/biomappings/blob/cc126c/scripts/generate_bto_cl_mappings.py	0.778
bto	0001283	mitral cell	skos:exactMatch	cl	1001502	mitral cell	semapv:ManualMappingCuration	orcid:0000-0003-4423-4370	semapv:LexicalMatching	https://github.com/biomappings/biomappings/blob/cc126c/scripts/generate_bto_cl_mappings.py	0.778
bto	0001528	B-lymphoblast	skos:exactMatch	cl	0017006	B-lymphoblast	semapv:ManualMappingCuration	orcid:0000-0003-4423-4370	semapv:LexicalMatching	https://github.com/biomappings/biomappings/blob/cc126c/scripts/generate_bto_cl_mappings.py	0.778
bto	0001598	splenocyte	skos:exactMatch	cl	2000074	splenocyte	semapv:ManualMappingCuration	orcid:0000-0003-4423-4370	semapv:LexicalMatching	https://github.com/biomappings/biomappings/blob/cc126c/scripts/generate_bto_cl_mappings.py	0.778
bto	0001706	cnidoblast	skos:exactMatch	cl	0011029	cnidocyte	semapv:ManualMappingCuration	orcid:0000-0003-4423-4370	semapv:LexicalMatching	https://github.com/biomappings/biomappings/blob/cc126c/scripts/generate_bto_cl_mappings.py	0.556
bto	0001760	myotube	skos:exactMatch	cl	0002372	myotube	semapv:ManualMappingCuration	orcid:0000-0003-4423-4370	semapv:LexicalMatching	https://github.com/biomappings/biomappings/blob/cc126c/scripts/generate_bto_cl_mappings.py	0.778
bto	0002051	preosteoblast	skos:exactMatch	cl	0007010	preosteoblast	semapv:ManualMappingCuration	orcid:0000-0003-4423-4370	semapv:LexicalMatching	https://github.com/biomappings/biomappings/blob/cc126c/scripts/generate_bto_cl_mappings.py	0.778
bto	0002319	skeletal muscle fiber	skos:exactMatch	cl	0008002	skeletal muscle fiber	semapv:ManualMappingCuration	orcid:0000-0003-4423-4370	semapv:LexicalMatching	https://github.com/biomappings/biomappings/blob/cc126c/scripts/generate_bto_cl_mappings.py	0.778
bto	0002900	monocyte-derived dendritic cell	skos:exactMatch	cl	0011031	monocyte-derived dendritic cell	semapv:ManualMappingCuration	orcid:0000-0003-4423-4370	semapv:LexicalMatching	https://github.com/biomappings/biomappings/blob/cc126c/scripts/generate_bto_cl_mappings.py	0.778
bto	0003123	microvascular endothelial cell	skos:exactMatch	cl	2000008	microvascular endothelial cell	semapv:ManualMappingCuration	orcid:0000-0003-4423-4370	semapv:LexicalMatching	https://github.com/biomappings/biomappings/blob/cc126c/scripts/generate_bto_cl_mappings.py	0.778
bto	0003164	cholangiocyte	skos:exactMatch	cl	1000488	cholangiocyte	semapv:ManualMappingCuration	orcid:0000-0003-4423-4370	semapv:LexicalMatching	https://github.com/biomappings/biomappings/blob/cc126c/scripts/generate_bto_cl_mappings.py	0.778
bto	0003636	brain microvascular endothelial cell	skos:exactMatch	cl	2000044	brain microvascular endothelial cell	semapv:ManualMappingCuration	orcid:0000-0003-4423-4370	semapv:LexicalMatching	https://github.com/biomappings/biomappings/blob/cc126c/scripts/generate_bto_cl_mappings.py	0.778
bto	0003697	endometrial stromal cell	skos:exactMatch	cl	0002255	stromal cell of endometrium	semapv:ManualMappingCuration	orcid:0000-0003-4423-4370	semapv:LexicalMatching	https://github.com/biomappings/biomappings/blob/cc126c/scripts/generate_bto_cl_mappings.py	0.556
bto	0003742	synoviocyte	skos:exactMatch	cl	0000214	synovial cell	semapv:ManualMappingCuration	orcid:0000-0003-4423-4370	semapv:LexicalMatching	https://github.com/biomappings/biomappings/blob/cc126c/scripts/generate_bto_cl_mappings.py	0.556
bto	0003805	alpha-motoneuron	skos:exactMatch	cl	0008038	alpha motor neuron	semapv:ManualMappingCuration	orcid:0000-0003-4423-4370	semapv:LexicalMatching	https://github.com/biomappings/biomappings/blob/cc126c/scripts/generate_bto_cl_mappings.py	0.54
bto	0003825	neural crest cell	skos:exactMatch	cl	0011012	neural crest cell	semapv:ManualMappingCuration	orcid:0000-0003-4423-4370	semapv:LexicalMatching	https://github.com/biomappings/biomappings/blob/cc126c/scripts/generate_bto_cl_mappings.py	0.778
