subject_id	predicate_id	object_id	subject_label	object_label	match_type	creator_id	license
mesh:C497790	skos:exactMatch	uniprot:P84022	SMAD3 protein, human	SMAD3	sssom:HumanCurated	orcid:0000-0001-9439-5346	https://creativecommons.org/publicdomain/zero/1.0/
mesh:C497796	skos:exactMatch	uniprot:Q13485	SMAD4 protein, human	SMAD4	sssom:HumanCurated	orcid:0000-0001-9439-5346	https://creativecommons.org/publicdomain/zero/1.0/
mesh:C497797	skos:exactMatch	uniprot:Q99717	SMAD5 protein, human	SMAD5	sssom:HumanCurated	orcid:0000-0001-9439-5346	https://creativecommons.org/publicdomain/zero/1.0/
mesh:C497802	skos:exactMatch	uniprot:O43541	SMAD6 protein, human	SMAD6	sssom:HumanCurated	orcid:0000-0001-9439-5346	https://creativecommons.org/publicdomain/zero/1.0/
mesh:C497806	skos:exactMatch	uniprot:O15105	SMAD7 protein, human	SMAD7	sssom:HumanCurated	orcid:0000-0001-9439-5346	https://creativecommons.org/publicdomain/zero/1.0/
mesh:D005759	skos:exactMatch	ncit:C34632	Gastroenteritis	Gastroenteritis	sssom:HumanCurated	orcid:0000-0001-9439-5346	https://creativecommons.org/publicdomain/zero/1.0/
mesh:D005762	skos:exactMatch	ncit:C16603	Gastroenterology	Gastroenterology	sssom:HumanCurated	orcid:0000-0001-9439-5346	https://creativecommons.org/publicdomain/zero/1.0/
mesh:D005756	skos:exactMatch	ncit:C26780	Gastritis	Gastritis	sssom:HumanCurated	orcid:0000-0001-9439-5346	https://creativecommons.org/publicdomain/zero/1.0/
mesh:D005755	skos:exactMatch	chebi:CHEBI:75436	Gastrins	gastrin	sssom:HumanCurated	orcid:0000-0001-9439-5346	https://creativecommons.org/publicdomain/zero/1.0/
mesh:D005753	skos:exactMatch	ncit:C32656	Gastric Mucosa	Gastric Mucosa	sssom:HumanCurated	orcid:0000-0001-9439-5346	https://creativecommons.org/publicdomain/zero/1.0/
mesh:D005746	skos:exactMatch	go:GO:0035483	Gastric Emptying	gastric emptying	sssom:HumanCurated	orcid:0000-0001-9439-5346	https://creativecommons.org/publicdomain/zero/1.0/
mesh:D005744	skos:exactMatch	ncit:C94192	Gastric Acid	Gastric Acid	sssom:HumanCurated	orcid:0000-0001-9439-5346	https://creativecommons.org/publicdomain/zero/1.0/
mesh:D005743	skos:exactMatch	ncit:C15236	Gastrectomy	Gastrectomy	sssom:HumanCurated	orcid:0000-0001-9439-5346	https://creativecommons.org/publicdomain/zero/1.0/
mesh:D005735	skos:exactMatch	ncit:C122627	Garbage	Trash	sssom:HumanCurated	orcid:0000-0001-9439-5346	https://creativecommons.org/publicdomain/zero/1.0/
mesh:D005729	skos:exactMatch	ncit:C3049	Ganglioneuroma	Ganglioneuroma	sssom:HumanCurated	orcid:0000-0001-9439-5346	https://creativecommons.org/publicdomain/zero/1.0/
mesh:D005728	skos:exactMatch	ncit:C12467	Ganglia, Sympathetic	Sympathetic Ganglion	sssom:HumanCurated	orcid:0000-0001-9439-5346	https://creativecommons.org/publicdomain/zero/1.0/
mesh:D005708	skos:exactMatch	ncit:C66798	Gallium	Gallium	sssom:HumanCurated	orcid:0000-0001-9439-5346	https://creativecommons.org/publicdomain/zero/1.0/
mesh:D005707	skos:exactMatch	ncit:C63648	Gallic Acid	Gallic Acid	sssom:HumanCurated	orcid:0000-0001-9439-5346	https://creativecommons.org/publicdomain/zero/1.0/
mesh:D005693	skos:exactMatch	ncit:C84723	Galactosemias	Galactosemia	sssom:HumanCurated	orcid:0000-0001-9439-5346	https://creativecommons.org/publicdomain/zero/1.0/
mesh:D005690	skos:exactMatch	chebi:CHEBI:28260	Galactose	galactose	sssom:HumanCurated	orcid:0000-0001-9439-5346	https://creativecommons.org/publicdomain/zero/1.0/
mesh:D005697	skos:exactMatch	chebi:CHEBI:24163	Galactosides	galactoside	sssom:HumanCurated	orcid:0000-0001-9439-5346	https://creativecommons.org/publicdomain/zero/1.0/
mesh:D005687	skos:exactMatch	ncit:C113343	Galactorrhea	Galactorrhea	sssom:HumanCurated	orcid:0000-0001-9439-5346	https://creativecommons.org/publicdomain/zero/1.0/
mesh:D005685	skos:exactMatch	chebi:CHEBI:37165	Galactans	galactan	sssom:HumanCurated	orcid:0000-0001-9439-5346	https://creativecommons.org/publicdomain/zero/1.0/
mesh:D005684	skos:exactMatch	ncit:C75445	Gait	Gait	sssom:HumanCurated	orcid:0000-0001-9439-5346	https://creativecommons.org/publicdomain/zero/1.0/
mesh:D005661	skos:exactMatch	chebi:CHEBI:131714	Furagin	furagin	sssom:HumanCurated	orcid:0000-0001-9439-5346	https://creativecommons.org/publicdomain/zero/1.0/
mesh:D005664	skos:exactMatch	chebi:CHEBI:5195	Furazolidone	furazolidone	sssom:HumanCurated	orcid:0000-0001-9439-5346	https://creativecommons.org/publicdomain/zero/1.0/
mesh:D005665	skos:exactMatch	chebi:CHEBI:47426	Furosemide	furosemide	sssom:HumanCurated	orcid:0000-0001-9439-5346	https://creativecommons.org/publicdomain/zero/1.0/
mesh:D005667	skos:exactMatch	ncit:C34629	Furunculosis	Furunculosis	sssom:HumanCurated	orcid:0000-0001-9439-5346	https://creativecommons.org/publicdomain/zero/1.0/
mesh:D005669	skos:exactMatch	chebi:CHEBI:5199	Fusaric Acid	Fusaric acid	sssom:HumanCurated	orcid:0000-0001-9439-5346	https://creativecommons.org/publicdomain/zero/1.0/
mesh:D005670	skos:exactMatch	ncit:C77185	Fusarium	Fusarium	sssom:HumanCurated	orcid:0000-0001-9439-5346	https://creativecommons.org/publicdomain/zero/1.0/
mesh:D005672	skos:exactMatch	ncit:C65793	Fusidic Acid	Fusidic Acid	sssom:HumanCurated	orcid:0000-0001-9439-5346	https://creativecommons.org/publicdomain/zero/1.0/
mesh:D005673	skos:exactMatch	ncit:C76323	Fusobacterium	Fusobacterium	sssom:HumanCurated	orcid:0000-0001-9439-5346	https://creativecommons.org/publicdomain/zero/1.0/
mesh:D005674	skos:exactMatch	ncit:C84722	Fusobacterium Infections	Fusobacterium Infection	sssom:HumanCurated	orcid:0000-0001-9439-5346	https://creativecommons.org/publicdomain/zero/1.0/
mesh:D005675	skos:exactMatch	ncit:C86401	Fusobacterium necrophorum	Fusobacterium necrophorum	sssom:HumanCurated	orcid:0000-0001-9439-5346	https://creativecommons.org/publicdomain/zero/1.0/
mesh:D005677	skos:exactMatch	chebi:CHEBI:61048	G(M1) Ganglioside	ganglioside GM1	sssom:HumanCurated	orcid:0000-0001-9439-5346	https://creativecommons.org/publicdomain/zero/1.0/
mesh:D005678	skos:exactMatch	ncit:C516	G(M2) Ganglioside	Ganglioside GM2	sssom:HumanCurated	orcid:0000-0001-9439-5346	https://creativecommons.org/publicdomain/zero/1.0/
mesh:D005681	skos:exactMatch	ncit:C16596	Gabon	Gabon	sssom:HumanCurated	orcid:0000-0001-9439-5346	https://creativecommons.org/publicdomain/zero/1.0/
mesh:D005683	skos:exactMatch	ncit:C34630	Gagging	Gagging	sssom:HumanCurated	orcid:0000-0001-9439-5346	https://creativecommons.org/publicdomain/zero/1.0/
mesh:D005639	skos:exactMatch	ncit:C61483	Frustration	Frustration	sssom:HumanCurated	orcid:0000-0001-9439-5346	https://creativecommons.org/publicdomain/zero/1.0/
mesh:D005638	skos:exactMatch	ncit:C71972	Fruit	Fruit	sssom:HumanCurated	orcid:0000-0001-9439-5346	https://creativecommons.org/publicdomain/zero/1.0/
mesh:D005640	skos:exactMatch	chebi:CHEBI:81569	Follicle Stimulating Hormone	Follicle stimulating hormone	sssom:HumanCurated	orcid:0000-0001-9439-5346	https://creativecommons.org/publicdomain/zero/1.0/
mesh:D005641	skos:exactMatch	chebi:CHEBI:32188	Tegafur	Tegafur	sssom:HumanCurated	orcid:0000-0001-9439-5346	https://creativecommons.org/publicdomain/zero/1.0/
mesh:D005627	skos:exactMatch	ncit:C34627	Frostbite	Frostbite	sssom:HumanCurated	orcid:0000-0001-9439-5346	https://creativecommons.org/publicdomain/zero/1.0/
mesh:D005630	skos:exactMatch	chebi:CHEBI:28796	Fructans	fructan	sssom:HumanCurated	orcid:0000-0001-9439-5346	https://creativecommons.org/publicdomain/zero/1.0/
mesh:D005625	skos:exactMatch	ncit:C23287	Frontal Lobe	Frontal Lobe	sssom:HumanCurated	orcid:0000-0001-9439-5346	https://creativecommons.org/publicdomain/zero/1.0/
mesh:D005624	skos:exactMatch	ncit:C32635	Frontal Bone	Frontal Bone	sssom:HumanCurated	orcid:0000-0001-9439-5346	https://creativecommons.org/publicdomain/zero/1.0/
mesh:D005622	skos:exactMatch	ncit:C14362	Friend murine leukemia virus	Friend Murine Leukemia Virus	sssom:HumanCurated	orcid:0000-0001-9439-5346	https://creativecommons.org/publicdomain/zero/1.0/
mesh:D005621	skos:exactMatch	ncit:C84718	Friedreich Ataxia	Friedreich Ataxia	sssom:HumanCurated	orcid:0000-0001-9439-5346	https://creativecommons.org/publicdomain/zero/1.0/
mesh:D005620	skos:exactMatch	ncit:C2347	Freund's Adjuvant	Freund's Adjuvant	sssom:HumanCurated	orcid:0000-0001-9439-5346	https://creativecommons.org/publicdomain/zero/1.0/
mesh:D005616	skos:exactMatch	ncit:C16593	French Guiana	French Guiana	sssom:HumanCurated	orcid:0000-0001-9439-5346	https://creativecommons.org/publicdomain/zero/1.0/
mesh:D005609	skos:exactMatch	ncit:C512	Free Radicals	Free Radical	sssom:HumanCurated	orcid:0000-0001-9439-5346	https://creativecommons.org/publicdomain/zero/1.0/
mesh:D005602	skos:exactMatch	ncit:C16592	France	France	sssom:HumanCurated	orcid:0000-0001-9439-5346	https://creativecommons.org/publicdomain/zero/1.0/
mesh:D005615	skos:exactMatch	ncit:C48160	Freezing	Freezing	sssom:HumanCurated	orcid:0000-0001-9439-5346	https://creativecommons.org/publicdomain/zero/1.0/
mesh:D005634	skos:exactMatch	ncit:C129394	Fructose-Bisphosphate Aldolase	Fructose-Bisphosphate Aldolase	sssom:HumanCurated	orcid:0000-0001-9439-5346	https://creativecommons.org/publicdomain/zero/1.0/
mesh:D005642	skos:exactMatch	ncit:C84721	Fuchs' Endothelial Dystrophy	Fuchs Endothelial Dystrophy	sssom:HumanCurated	orcid:0000-0001-9439-5346	https://creativecommons.org/publicdomain/zero/1.0/
mesh:C095085	skos:exactMatch	uniprot:P32302	CXCR5 protein, human	CXCR5	sssom:HumanCurated	orcid:0000-0001-9439-5346	https://creativecommons.org/publicdomain/zero/1.0/
mesh:C497894	skos:exactMatch	uniprot:Q08722	CD47 protein, human	CD47	sssom:HumanCurated	orcid:0000-0001-9439-5346	https://creativecommons.org/publicdomain/zero/1.0/
mesh:C497139	skos:exactMatch	uniprot:Q16760	DGKD protein, human	DGKD	sssom:HumanCurated	orcid:0000-0001-9439-5346	https://creativecommons.org/publicdomain/zero/1.0/
mesh:C537126	skos:exactMatch	doid:DOID:0111438	Optic atrophy 5	optic atrophy 5	sssom:HumanCurated	orcid:0000-0001-9439-5346	https://creativecommons.org/publicdomain/zero/1.0/
mesh:C537127	skos:exactMatch	doid:DOID:0111435	Optic atrophy 6	optic atrophy 6	sssom:HumanCurated	orcid:0000-0001-9439-5346	https://creativecommons.org/publicdomain/zero/1.0/
mesh:C537117	skos:exactMatch	doid:DOID:0080549	LEOPARD syndrome, 2	LEOPARD syndrome 2	sssom:HumanCurated	orcid:0000-0001-9439-5346	https://creativecommons.org/publicdomain/zero/1.0/
mesh:C537115	skos:exactMatch	doid:DOID:0111507	Lenz Majewski hyperostotic dwarfism	Lenz-Majewski hyperostotic dwarfism	sssom:HumanCurated	orcid:0000-0001-9439-5346	https://creativecommons.org/publicdomain/zero/1.0/
mesh:C537098	skos:exactMatch	doid:DOID:0050690	Brachyolmia	brachyolmia	sssom:HumanCurated	orcid:0000-0001-9439-5346	https://creativecommons.org/publicdomain/zero/1.0/
mesh:C537162	skos:exactMatch	doid:DOID:6823	Pancreatoblastoma	pancreatoblastoma	sssom:HumanCurated	orcid:0000-0001-9439-5346	https://creativecommons.org/publicdomain/zero/1.0/
mesh:C537202	skos:exactMatch	doid:DOID:0050974	Spinocerebellar ataxia 25	spinocerebellar ataxia type 25	sssom:HumanCurated	orcid:0000-0001-9439-5346	https://creativecommons.org/publicdomain/zero/1.0/
mesh:C537203	skos:exactMatch	doid:DOID:0050975	Spinocerebellar ataxia 26	spinocerebellar ataxia type 26	sssom:HumanCurated	orcid:0000-0001-9439-5346	https://creativecommons.org/publicdomain/zero/1.0/
mesh:C537199	skos:exactMatch	doid:DOID:0050971	Spinocerebellar ataxia 20	spinocerebellar ataxia type 20	sssom:HumanCurated	orcid:0000-0001-9439-5346	https://creativecommons.org/publicdomain/zero/1.0/
mesh:C537262	skos:exactMatch	ncit:C95436	Hereditary pancreatitis	Hereditary Pancreatitis	sssom:HumanCurated	orcid:0000-0001-9439-5346	https://creativecommons.org/publicdomain/zero/1.0/
mesh:C000622468	skos:exactMatch	uniprot:Q6PI78	TMEM65 protein, human	TMEM65	sssom:HumanCurated	orcid:0000-0001-9439-5346	https://creativecommons.org/publicdomain/zero/1.0/
mesh:C000626007	skos:exactMatch	uniprot:O15481	MAGEB4 protein, human	MAGEB4	sssom:HumanCurated	orcid:0000-0001-9439-5346	https://creativecommons.org/publicdomain/zero/1.0/
mesh:C493803	skos:exactMatch	uniprot:Q8WVX9	FAR1 protein, human	FAR1	sssom:HumanCurated	orcid:0000-0001-9439-5346	https://creativecommons.org/publicdomain/zero/1.0/
mesh:C000626466	skos:exactMatch	uniprot:O94919	ENDOD1 protein, human	ENDOD1	sssom:HumanCurated	orcid:0000-0001-9439-5346	https://creativecommons.org/publicdomain/zero/1.0/
mesh:D016985	skos:exactMatch	ncit:C86784	Streptococcus bovis	Streptococcus bovis	sssom:HumanCurated	orcid:0000-0001-9439-5346	https://creativecommons.org/publicdomain/zero/1.0/
mesh:D016990	skos:exactMatch	ncit:C86833	Ureaplasma urealyticum	Ureaplasma urealyticum	sssom:HumanCurated	orcid:0000-0001-9439-5346	https://creativecommons.org/publicdomain/zero/1.0/
mesh:D016993	skos:exactMatch	ncit:C76272	Chlamydophila pneumoniae	Chlamydophila pneumoniae	sssom:HumanCurated	orcid:0000-0001-9439-5346	https://creativecommons.org/publicdomain/zero/1.0/
mesh:D016997	skos:exactMatch	ncit:C86328	Coxiella burnetii	Coxiella burnetii	sssom:HumanCurated	orcid:0000-0001-9439-5346	https://creativecommons.org/publicdomain/zero/1.0/
mesh:D016998	skos:exactMatch	ncit:C14296	Helicobacter	Helicobacter	sssom:HumanCurated	orcid:0000-0001-9439-5346	https://creativecommons.org/publicdomain/zero/1.0/
mesh:D017000	skos:exactMatch	ncit:C86230	Campylobacter coli	Campylobacter coli	sssom:HumanCurated	orcid:0000-0001-9439-5346	https://creativecommons.org/publicdomain/zero/1.0/
mesh:D017006	skos:exactMatch	ncit:C33497	Rotator Cuff	Rotator Cuff	sssom:HumanCurated	orcid:0000-0001-9439-5346	https://creativecommons.org/publicdomain/zero/1.0/
mesh:D017011	skos:exactMatch	ncit:C86807	Streptococcus suis	Streptococcus suis	sssom:HumanCurated	orcid:0000-0001-9439-5346	https://creativecommons.org/publicdomain/zero/1.0/
mesh:D017023	skos:exactMatch	ncit:C100085	Coronary Angiography	Coronary Angiography	sssom:HumanCurated	orcid:0000-0001-9439-5346	https://creativecommons.org/publicdomain/zero/1.0/
mesh:D017024	skos:exactMatch	ncit:C15360	Chemotherapy, Adjuvant	Adjuvant Chemotherapy	sssom:HumanCurated	orcid:0000-0001-9439-5346	https://creativecommons.org/publicdomain/zero/1.0/
mesh:D017041	skos:exactMatch	ncit:C142541	Ethics Committees	Ethics Committee	sssom:HumanCurated	orcid:0000-0001-9439-5346	https://creativecommons.org/publicdomain/zero/1.0/
mesh:D017043	skos:exactMatch	ncit:C26717	Chalazion	Chalazion	sssom:HumanCurated	orcid:0000-0001-9439-5346	https://creativecommons.org/publicdomain/zero/1.0/
mesh:D017045	skos:exactMatch	ncit:C86483	Lactococcus	Lactococcus	sssom:HumanCurated	orcid:0000-0001-9439-5346	https://creativecommons.org/publicdomain/zero/1.0/
mesh:D017051	skos:exactMatch	ncit:C15252	Hospice Care	Hospice Care	sssom:HumanCurated	orcid:0000-0001-9439-5346	https://creativecommons.org/publicdomain/zero/1.0/
mesh:D017058	skos:exactMatch	ncit:C67114	Mexican Americans	Mexican American	sssom:HumanCurated	orcid:0000-0001-9439-5346	https://creativecommons.org/publicdomain/zero/1.0/
mesh:D017072	skos:exactMatch	ncit:C111122	Neostriatum	Neostriatum	sssom:HumanCurated	orcid:0000-0001-9439-5346	https://creativecommons.org/publicdomain/zero/1.0/
mesh:D017073	skos:exactMatch	ncit:C157793	Atherectomy	Atherectomy	sssom:HumanCurated	orcid:0000-0001-9439-5346	https://creativecommons.org/publicdomain/zero/1.0/
mesh:D017074	skos:exactMatch	ncit:C26725	Common Variable Immunodeficiency	Common Variable Immunodeficiency	sssom:HumanCurated	orcid:0000-0001-9439-5346	https://creativecommons.org/publicdomain/zero/1.0/
mesh:D017081	skos:exactMatch	ncit:C51681	Cholecystectomy, Laparoscopic	Laparoscopic Cholecystectomy	sssom:HumanCurated	orcid:0000-0001-9439-5346	https://creativecommons.org/publicdomain/zero/1.0/
mesh:D017089	skos:exactMatch	ncit:C14100	Ankyrin Repeat	Ankyrin Repeat	sssom:HumanCurated	orcid:0000-0001-9439-5346	https://creativecommons.org/publicdomain/zero/1.0/
mesh:D017092	skos:exactMatch	ncit:C84697	Porphyria, Erythropoietic	Erythropoietic Porphyria	sssom:HumanCurated	orcid:0000-0001-9439-5346	https://creativecommons.org/publicdomain/zero/1.0/
mesh:D017101	skos:exactMatch	ncit:C14301	Bacteriophage P1	Bacteriophage P1	sssom:HumanCurated	orcid:0000-0001-9439-5346	https://creativecommons.org/publicdomain/zero/1.0/
mesh:D017114	skos:exactMatch	ncit:C84396	Liver Failure, Acute	Acute Liver Failure	sssom:HumanCurated	orcid:0000-0001-9439-5346	https://creativecommons.org/publicdomain/zero/1.0/
mesh:D017026	skos:exactMatch	chebi:CHEBI:9367	Swainsonine	swainsonine	sssom:HumanCurated	orcid:0000-0001-9439-5346	https://creativecommons.org/publicdomain/zero/1.0/
mesh:D016966	skos:exactMatch	ncit:C86657	Porphyromonas gingivalis	Porphyromonas gingivalis	sssom:HumanCurated	orcid:0000-0001-9439-5346	https://creativecommons.org/publicdomain/zero/1.0/
mesh:D016967	skos:exactMatch	ncit:C86404	Fusobacterium nucleatum	Fusobacterium nucleatum	sssom:HumanCurated	orcid:0000-0001-9439-5346	https://creativecommons.org/publicdomain/zero/1.0/
mesh:D016960	skos:exactMatch	ncit:C86138	Agrobacterium tumefaciens	Agrobacterium tumefaciens	sssom:HumanCurated	orcid:0000-0001-9439-5346	https://creativecommons.org/publicdomain/zero/1.0/
mesh:D016958	skos:exactMatch	ncit:C86705	Pseudomonas putida	Pseudomonas putida	sssom:HumanCurated	orcid:0000-0001-9439-5346	https://creativecommons.org/publicdomain/zero/1.0/
mesh:D016957	skos:exactMatch	ncit:C86227	Burkholderia pseudomallei	Burkholderia pseudomallei	sssom:HumanCurated	orcid:0000-0001-9439-5346	https://creativecommons.org/publicdomain/zero/1.0/
mesh:D016955	skos:exactMatch	ncit:C86524	Moraxella bovis	Moraxella bovis	sssom:HumanCurated	orcid:0000-0001-9439-5346	https://creativecommons.org/publicdomain/zero/1.0/
mesh:D016979	skos:exactMatch	ncit:C76373	Pasteurella multocida	Pasteurella multocida	sssom:HumanCurated	orcid:0000-0001-9439-5346	https://creativecommons.org/publicdomain/zero/1.0/
mesh:D016980	skos:exactMatch	ncit:C86125	Aeromonas hydrophila	Aeromonas hydrophila	sssom:HumanCurated	orcid:0000-0001-9439-5346	https://creativecommons.org/publicdomain/zero/1.0/
mesh:D016978	skos:exactMatch	ncit:C86508	Mannheimia haemolytica	Mannheimia haemolytica	sssom:HumanCurated	orcid:0000-0001-9439-5346	https://creativecommons.org/publicdomain/zero/1.0/
mesh:D016981	skos:exactMatch	ncit:C86651	Plesiomonas	Plesiomonas	sssom:HumanCurated	orcid:0000-0001-9439-5346	https://creativecommons.org/publicdomain/zero/1.0/
mesh:D016982	skos:exactMatch	ncit:C86513	Micrococcus luteus	Micrococcus luteus	sssom:HumanCurated	orcid:0000-0001-9439-5346	https://creativecommons.org/publicdomain/zero/1.0/
mesh:D016983	skos:exactMatch	ncit:C76311	Enterococcus	Enterococcus	sssom:HumanCurated	orcid:0000-0001-9439-5346	https://creativecommons.org/publicdomain/zero/1.0/
mesh:D016984	skos:exactMatch	ncit:C86369	Enterococcus faecium	Enterococcus faecium	sssom:HumanCurated	orcid:0000-0001-9439-5346	https://creativecommons.org/publicdomain/zero/1.0/
mesh:D017027	skos:exactMatch	ncit:C17444	Protein Tyrosine Phosphatases	Protein Tyrosine Phosphatase	sssom:HumanCurated	orcid:0000-0001-9439-5346	https://creativecommons.org/publicdomain/zero/1.0/
mesh:D017028	skos:exactMatch	ncit:C17445	Caregivers	Caregiver	sssom:HumanCurated	orcid:0000-0001-9439-5346	https://creativecommons.org/publicdomain/zero/1.0/
mesh:D017035	skos:exactMatch	ncit:C62070	Pravastatin	Pravastatin	sssom:HumanCurated	orcid:0000-0001-9439-5346	https://creativecommons.org/publicdomain/zero/1.0/
mesh:D016975	skos:exactMatch	ncit:C86409	Gardnerella	Gardnerella	sssom:HumanCurated	orcid:0000-0001-9439-5346	https://creativecommons.org/publicdomain/zero/1.0/
mesh:D016970	skos:exactMatch	ncit:C86350	Eikenella	Eikenella	sssom:HumanCurated	orcid:0000-0001-9439-5346	https://creativecommons.org/publicdomain/zero/1.0/
mesh:D016968	skos:exactMatch	ncit:C86850	Wolinella	Wolinella	sssom:HumanCurated	orcid:0000-0001-9439-5346	https://creativecommons.org/publicdomain/zero/1.0/
mesh:D016919	skos:exactMatch	hp:HP:0032160	Meningitis, Cryptococcal	Cryptococcal meningitis	sssom:HumanCurated	orcid:0000-0001-9439-5346	https://creativecommons.org/publicdomain/zero/1.0/
mesh:D016918	skos:exactMatch	ncit:C128332	Arthritis, Reactive	Reactive Arthritis	sssom:HumanCurated	orcid:0000-0001-9439-5346	https://creativecommons.org/publicdomain/zero/1.0/
mesh:D016920	skos:exactMatch	ncit:C118297	Meningitis, Bacterial	Bacterial Meningitis	sssom:HumanCurated	orcid:0000-0001-9439-5346	https://creativecommons.org/publicdomain/zero/1.0/
mesh:D016923	skos:exactMatch	go:GO:0008219	Cell Death	cell death	sssom:HumanCurated	orcid:0000-0001-9439-5346	https://creativecommons.org/publicdomain/zero/1.0/
mesh:D016924	skos:exactMatch	ncit:C86115	Actinomyces viscosus	Actinomyces viscosus	sssom:HumanCurated	orcid:0000-0001-9439-5346	https://creativecommons.org/publicdomain/zero/1.0/
mesh:D016912	skos:exactMatch	chebi:CHEBI:6443	Levonorgestrel	levonorgestrel	sssom:HumanCurated	orcid:0000-0001-9439-5346	https://creativecommons.org/publicdomain/zero/1.0/
mesh:D016909	skos:exactMatch	ncit:C12824	Tibial Arteries	Tibial Artery	sssom:HumanCurated	orcid:0000-0001-9439-5346	https://creativecommons.org/publicdomain/zero/1.0/
mesh:D016906	skos:exactMatch	hgnc:6029	Interleukin-9	IL9	sssom:HumanCurated	orcid:0000-0001-9439-5346	https://creativecommons.org/publicdomain/zero/1.0/
mesh:D016856	skos:exactMatch	ncit:C112397	Phlebovirus	Phlebovirus	sssom:HumanCurated	orcid:0000-0001-9439-5346	https://creativecommons.org/publicdomain/zero/1.0/
mesh:D016859	skos:exactMatch	chebi:CHEBI:35856	Lipoxygenase Inhibitors	lipoxygenase inhibitor	sssom:HumanCurated	orcid:0000-0001-9439-5346	https://creativecommons.org/publicdomain/zero/1.0/
mesh:D016878	skos:exactMatch	ncit:C80303	POEMS Syndrome	POEMS Syndrome	sssom:HumanCurated	orcid:0000-0001-9439-5346	https://creativecommons.org/publicdomain/zero/1.0/
mesh:D016879	skos:exactMatch	ncit:C15359	Salvage Therapy	Salvage Therapy	sssom:HumanCurated	orcid:0000-0001-9439-5346	https://creativecommons.org/publicdomain/zero/1.0/
mesh:D016880	skos:exactMatch	ncit:C17442	Anisotropy	Anisotropy	sssom:HumanCurated	orcid:0000-0001-9439-5346	https://creativecommons.org/publicdomain/zero/1.0/
